epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
75,12080.6,0.81361,1.17476,0.51972,0.89123,0,0.76567,0.74926,0.80784,0.58518,0.75097,0.71525,0.76808,0.44713,0.87355,1.25376,0.59582,0.92456,0,0.022674,0.007558,0.022674,0.007558,0.022674,0.007558,0.022674,0.007558
76,12241.2,0.80309,1.17693,0.50651,0.88187,0,0.76885,0.75949,0.81187,0.59081,0.75887,0.71849,0.77389,0.45245,0.86909,1.25234,0.58126,0.92788,0,0.022575,0.007525,0.022575,0.007525,0.022575,0.007525,0.022575,0.007525
77,12401.8,0.80356,1.14002,0.51031,0.88343,0,0.7629,0.76631,0.81579,0.59173,0.76306,0.72525,0.78555,0.45943,0.87347,1.22777,0.57288,0.93157,0,0.022476,0.007492,0.022476,0.007492,0.022476,0.007492,0.022476,0.007492
78,12562.3,0.80231,1.18749,0.5098,0.88601,0,0.78911,0.75424,0.81372,0.5883,0.77227,0.72145,0.77769,0.45657,0.87414,1.26062,0.58368,0.93393,0,0.022377,0.007459,0.022377,0.007459,0.022377,0.007459,0.022377,0.007459
79,12722.9,0.79998,1.19207,0.50927,0.88588,0,0.77897,0.75355,0.81314,0.58684,0.76097,0.72547,0.77446,0.45101,0.86522,1.25261,0.58577,0.92805,0,0.022278,0.007426,0.022278,0.007426,0.022278,0.007426,0.022278,0.007426
80,12883.3,0.80129,1.14664,0.50095,0.88124,0,0.7707,0.75178,0.81802,0.59146,0.78146,0.71784,0.78672,0.46124,0.86945,1.23379,0.57875,0.92934,0,0.022179,0.007393,0.022179,0.007393,0.022179,0.007393,0.022179,0.007393
81,13043.8,0.7926,1.16337,0.49691,0.88443,0,0.7701,0.7662,0.80894,0.58583,0.76692,0.71787,0.77308,0.4528,0.87568,1.2458,0.58724,0.93091,0,0.02208,0.00736,0.02208,0.00736,0.02208,0.00736,0.02208,0.00736
82,13204.4,0.79732,1.1673,0.49862,0.88016,0,0.7629,0.77108,0.8142,0.59211,0.75677,0.72861,0.78129,0.45836,0.86435,1.23514,0.58212,0.93027,0,0.021981,0.007327,0.021981,0.007327,0.021981,0.007327,0.021981,0.007327
83,13365,0.79401,1.12926,0.49512,0.88218,0,0.74813,0.78088,0.81361,0.59,0.76944,0.72661,0.78608,0.46228,0.86418,1.22076,0.57177,0.92522,0,0.021882,0.007294,0.021882,0.007294,0.021882,0.007294,0.021882,0.007294
84,13525.5,0.7949,1.16791,0.50023,0.88064,0,0.76797,0.74826,0.79614,0.57566,0.75435,0.71194,0.75293,0.44214,0.87046,1.27537,0.58808,0.93039,0,0.021783,0.007261,0.021783,0.007261,0.021783,0.007261,0.021783,0.007261
85,13686.8,0.7871,1.12617,0.49847,0.87923,0,0.77732,0.74903,0.81182,0.59139,0.7635,0.71894,0.7756,0.45049,0.85541,1.25054,0.57628,0.92475,0,0.021684,0.007228,0.021684,0.007228,0.021684,0.007228,0.021684,0.007228
86,13847.1,0.78732,1.14573,0.49122,0.87571,0,0.75522,0.75983,0.80999,0.58822,0.75987,0.71858,0.77489,0.44726,0.86521,1.24249,0.58094,0.9238,0,0.021585,0.007195,0.021585,0.007195,0.021585,0.007195,0.021585,0.007195
87,14007.4,0.77714,1.12854,0.48931,0.8745,0,0.76314,0.75871,0.81071,0.58969,0.75344,0.72419,0.7731,0.45076,0.86541,1.26117,0.57753,0.92745,0,0.021486,0.007162,0.021486,0.007162,0.021486,0.007162,0.021486,0.007162
88,14167.6,0.78124,1.13038,0.48383,0.8773,0,0.78321,0.74996,0.80932,0.58538,0.76051,0.71401,0.76633,0.45096,0.87104,1.26112,0.58495,0.93211,0,0.021387,0.007129,0.021387,0.007129,0.021387,0.007129,0.021387,0.007129
89,14327.8,0.77998,1.10866,0.48171,0.88008,0,0.76629,0.7583,0.80936,0.58854,0.75273,0.71969,0.77343,0.45209,0.8722,1.27449,0.57992,0.93063,0,0.021288,0.007096,0.021288,0.007096,0.021288,0.007096,0.021288,0.007096
90,14487.9,0.78243,1.12491,0.48837,0.87533,0,0.76011,0.77,0.80822,0.58665,0.74889,0.73267,0.77141,0.4525,0.87094,1.27716,0.59278,0.93319,0,0.021189,0.007063,0.021189,0.007063,0.021189,0.007063,0.021189,0.007063
91,14648.2,0.78937,1.14159,0.49153,0.87816,0,0.7638,0.76146,0.80774,0.58625,0.74227,0.7299,0.76893,0.44917,0.86758,1.26721,0.59567,0.93116,0,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703
92,14808.1,0.76832,1.09129,0.47942,0.87588,0,0.7649,0.76436,0.80332,0.58559,0.74597,0.73592,0.76964,0.45056,0.86725,1.2496,0.59812,0.93052,0,0.020991,0.006997,0.020991,0.006997,0.020991,0.006997,0.020991,0.006997
93,14970,0.78616,1.1369,0.48144,0.87615,0,0.77457,0.75358,0.80939,0.58776,0.7703,0.7078,0.76947,0.44862,0.86651,1.25899,0.5888,0.92888,0,0.020892,0.006964,0.020892,0.006964,0.020892,0.006964,0.020892,0.006964
94,15130.6,0.7708,1.11655,0.48132,0.87677,0,0.74959,0.76308,0.80236,0.58201,0.76887,0.70741,0.76883,0.44783,0.87652,1.30204,0.59842,0.93422,0,0.020793,0.006931,0.020793,0.006931,0.020793,0.006931,0.020793,0.006931
95,15291.1,0.7739,1.09305,0.47387,0.87531,0,0.77203,0.7558,0.81066,0.58808,0.77044,0.71501,0.77537,0.45591,0.86947,1.24525,0.5816,0.93654,0,0.020694,0.006898,0.020694,0.006898,0.020694,0.006898,0.020694,0.006898
96,15451.7,0.77269,1.09494,0.47599,0.87193,0,0.78237,0.7536,0.81577,0.59404,0.76275,0.72112,0.77453,0.45746,0.86698,1.26587,0.57693,0.92685,0,0.020595,0.006865,0.020595,0.006865,0.020595,0.006865,0.020595,0.006865
97,15612.1,0.76691,1.08124,0.47931,0.87375,0,0.77442,0.74839,0.80818,0.588,0.77197,0.71598,0.77437,0.46012,0.87001,1.26093,0.58698,0.93346,0,0.020496,0.006832,0.020496,0.006832,0.020496,0.006832,0.020496,0.006832
98,15772.7,0.77345,1.10822,0.47417,0.87138,0,0.77265,0.75461,0.80545,0.58321,0.76846,0.72024,0.77246,0.45679,0.87007,1.30137,0.58627,0.93611,0,0.020397,0.006799,0.020397,0.006799,0.020397,0.006799,0.020397,0.006799
